Unnamed: 0,text,aspect,label
86,生日快乐RW！！！[蛋糕][蛋糕][蛋糕][蛋糕][蛋糕][蛋糕] 地址：,这是一条关于育儿的评论,1
87,"本人受@蔡海滨MikeCAI 影响迷恋沙茶酱多年,咱们下次一道来,让你这陆丰哥品鉴品鉴[haha]",这是一条关于科普的评论,1
88,痛不欲生的周一 想想就心痛 咬着被角默默流眼泪,这是一条关于娱乐的评论,0
89,那就一起疯吧！！！[泪],这是一条关于情感的评论,0
90,我也不想活了。。。,这是一条关于情感的评论,0
91,电影《地心探险记2》中@BlackDiamond 的背包好漂亮哦，国内有得买了吗？,这是一条关于数码的评论,1
92,这种细节真值得表扬么？,这是一条关于娱乐的评论,0
93,呵呵，这只是取悦了国人而已,这是一条关于娱乐的评论,0
94,哈哈哈哈哈哈哈哈！！！,这是一条关于宠物的评论,0
95,恭喜刘忻/韩承羽《那片海》蝉联#流行音乐风向榜#三周冠军！,这是一条关于娱乐的评论,1
96,好感动得升旗仪式。,这是一条关于教育的评论,1
97,@-大熊喵 等的你考试呢时候也会有我照片呢[哈哈][哈哈][害羞],这是一条关于宠物的评论,1
98,orz....太牛了。。。,这是一条关于娱乐的评论,1
99,//@奇爱博士尹珊珊: 这个真的是猛……,这是一条关于时事的评论,1
100,[可怜][太开心] 谢谢博主分享！,这是一条关于情感的评论,1
101,期待[赞]！,这是一条关于旅游的评论,1
102,谢谢博主分享[太开心]！,这是一条关于宠物的评论,1
103,我真不是忽悠你去@崔文颖_晓白 [哈哈]真心好美，去晚了可就。。。[心]你看，查看大图。,这是一条关于情感的评论,0
104,2010年世界公开赛奥沙利文VS亨德利，精彩，高清，国语解说。,这是一条关于运动的评论,1
105,多谢大家啊~~,这是一条关于情感的评论,1
106,最难忘的一年[笑哈哈][笑哈哈]！,这是一条关于宠物的评论,1
107,回复@甲鱼甲鱼:特别缺德，经过瑞表集团维修中心检修发现丰联广场那个所谓的特约维修中心之前给我换的是“非原装电池”而且电池没电了！！！,这是一条关于汽车的评论,0
108,太TMD坑爹了！！！,这是一条关于情感的评论,0
109,按照原装电池的收费标准，换了块山寨电池！！！[怒][怒][怒]大家多多转发揭批黑店！！！[怒][怒][怒],这是一条关于汽车的评论,0
110,@来自某个星球_Anne 亲爱的！！！！！！！！！！！！,这是一条关于宠物的评论,1
111,"@我:大清早被护士喊醒验血，看她手里五支管管，我就翻胃，她还说又不痛，你紧张乃嘛,md，抽我这么多血我能不紧张吗[泪]，老公说老婆可怜袄，等好了叫妈妈顿鸡给我吃补回来。[馋嘴]",这是一条关于情感的评论,0
112,小秋子给太后请安[偷笑]@Sindra 拍的好拍的好~哈哈,这是一条关于历史的评论,0
113,#爱情闯进门#我们的表哥也是又帅又勤劳的！！！,这是一条关于宠物的评论,1
114,真是很感人[泪] 童鞋们劳动节有木有帮家长做家务那！@刘潮_SM,这是一条关于育儿的评论,1
115,//@乖乖瑶小瑶: 看不够看不够看不够啦！！！！,这是一条关于情感的评论,0
116,就是这样，你都做了什么值得孩子付出的?,这是一条关于育儿的评论,0
117,"今晚维港烟雨蒙蒙,22:33终于回到大陆鸟~@Sherry石仔 铜锣湾许留山的芒果类食物好好吃,不过红豆一般般~现在还在地铁上呢~",这是一条关于旅游的评论,1
118,丑批多作怪， 她自以为拥有了与凤姐一样美丽的面容，就可以 呵呵 哎哟，不要恶心我咯么，装成熟？？,这是一条关于娱乐的评论,0
119,回复@月光影866:我刚刚查了下，这丰胸产品口碑还不错，销量大，价格合理[good],这是一条关于育儿的评论,1
120,世界最无耻事件！,这是一条关于教育的评论,0
121,国际丑闻！,这是一条关于科普的评论,0
122,纳税人交钱养活的东西，没有把事情做好，自己却享受特供，世界还有第二个这样的国家？,这是一条关于房产的评论,0
123,[心]冰凉一夏，镜在酷尔！[给力]酷尔公司推出超奢华的太阳镜！[笑哈哈]新款啦~~~[加油]美死了~~~ 地址:[花心]淘眼镜看的就是眼光~~,这是一条关于数码的评论,1
124,我倒是喜欢被这里的师弟、或者了解中国文化的韩国朋友、或者中国人请客。,这是一条关于文化的评论,1
125,港式，很正宗。。。,这是一条关于娱乐的评论,1
126,美丽密令 吴君如超级搞笑港式普通话 [视频],这是一条关于情感的评论,1
127,现在做节目的都不先调查调查了解了解就开始乱放炮了么...,这是一条关于娱乐的评论,0
128,这张是不是好看shi了！！！,这是一条关于娱乐的评论,1
129,我最爱。。。,这是一条关于宠物的评论,1
130,笑起来真好看！！,这是一条关于宠物的评论,1
131,"【央八剧星到】刘劲老师昨日为CCTV-8拍摄了宣传片[玫瑰]""有的故事给人力量,有的故事启迪智慧,生活因智慧更加丰富""[赞啊]",这是一条关于育儿的评论,1
132,"拍摄过程中不时修正自己每一个细节,力求完美,难怪荧幕上的他举手投足精准尽现伟人风采~[阳光]",这是一条关于娱乐的评论,1
133,//@茶语新人: [给力][赞]吟风而读！[呵呵],这是一条关于情感的评论,0
134,仅仅笑话而已，这信息你都当真... 呵呵，无语。,这是一条关于教育的评论,0
135,"#卡慕咖啡感恩父亲节有奖转发#老爸，我爱你""每次电话里，每年的父亲节，每个无法回家的节日里，我都依然无法说出的感谢和对父亲的爱……",这是一条关于情感的评论,1
136,父亲的白头发越来越多了吧，烟也少抽点吧，希望哥哥能更懂事一些，让我们操劳一生的日渐苍老的父母也享下天伦之乐吧，愿父母健康平安一生。,这是一条关于育儿的评论,1
137,推荐观看季后赛第二周大片 ——16:9高清画质，多角度全景展示，细节丰富；,这是一条关于运动的评论,1
138,场景切换节奏明快，动静相宜；,这是一条关于宠物的评论,1
139,立体声配乐激情洋溢，NBA娱乐的顶级作品。,这是一条关于数码的评论,1
140,啊哈哈哈哈哈哈（￣へ￣）,这是一条关于宠物的评论,0
141,//@微博小百科: 真可爱[哈哈],这是一条关于宠物的评论,0
142,你今天好不热情[泪]你不爱我了[泪],这是一条关于情感的评论,0
143,今天就要播放《一路星光·刘德华》最后一集啦~舍不得和刘德华之间的那份真挚的感情，他是伴随我成长起来的一代偶像！,这是一条关于娱乐的评论,1
144,我们会一直支持着这个不老的常青树，一直关注者小女儿刘云善的成长，一直感受着天王如影随形的温暖。,这是一条关于娱乐的评论,1
145,感谢各位观众的悉心陪伴，感谢你们对音乐传奇的如一坚守[拜拜] @CCTV看点,这是一条关于娱乐的评论,1
146,忽略它那身材真的好Q,这是一条关于宠物的评论,1
147,//@兔团兔兔: 越来越q[威武],这是一条关于旅游的评论,1
148,太美好了，虽然身高略不科学=v=,这是一条关于宠物的评论,1
149,在路易威登和ELIE SAAB的两场秀上，她的优雅复古名伶LOOK和红裙卷发魅惑LOOK表现的都相当行云流水，值得称赞！,这是一条关于娱乐的评论,1
150,突然间想起了早上含苞待放的昙花，真的开了[太开心]好漂亮，好香！,这是一条关于旅游的评论,1
151,祝活动圆满成功，童鞋们一起来支持，好运降临我,这是一条关于运动的评论,1
152,妈妈，这世界上，没有人比您更爱我；,这是一条关于情感的评论,1
153,妈妈，无论在哪里，我永远爱您！,这是一条关于育儿的评论,1
154,祝福您幸福安康，青春长驻！,这是一条关于情感的评论,1
155,祝福天下所有母亲幸福快乐！,这是一条关于育儿的评论,1
156,我次奥。。。,这是一条关于娱乐的评论,0
157,水质差空气差，不让人活了啊！！！,这是一条关于宠物的评论,0
158,//@nokki卡布诺琪: 领悟透了~~[泪] [泪],这是一条关于情感的评论,0
159,好主意！！！！！！！！！！,这是一条关于宠物的评论,1
160,我就记得李晟敏一说走我就开始哭哭到下首歌开始我先听歌吧然后李晟敏又出来了我又继续哭前面故凉还给我递纸= =,这是一条关于娱乐的评论,0
161,//@李赫海是我此生最重要的存在: 我也是的 KRY的歌还有李东海要走还有李东海回来然后安可然后李东海不在 一次一次戳我泪点。,这是一条关于娱乐的评论,0
162,我在金钟云那区- -看着对面海世代我也想哭,这是一条关于旅游的评论,0
163,我刚从那边离开....[泪]买完就走了哈哈,这是一条关于宠物的评论,0
164,韩庚，你又帅了！！”~,这是一条关于娱乐的评论,1
165,这位乘客太过了吧！,这是一条关于宠物的评论,0
166,我什么都没干@为CriSuk而着迷的阿佑酱T3T [泪]睡不着,这是一条关于娱乐的评论,0
167,MD，老子的血汗钱！,这是一条关于财经的评论,0
168,//@谷风GG:还不够豪华？,这是一条关于思想的评论,0
169,去他奶奶的！[怒][怒],这是一条关于情感的评论,0
170,[哈哈]笑SHI我啦！,这是一条关于宠物的评论,0
171,~看一次笑一次~太逗了~,这是一条关于宠物的评论,0
172,生日快乐！[亲亲],这是一条关于育儿的评论,1
173,帅气！,这是一条关于情感的评论,1
174,致敬！,这是一条关于旅游的评论,1
175,这才是人民的好警察！[赞],这是一条关于情感的评论,1
176,"笑死人了//分享网易新闻:国际小姐重庆三甲被指""太丑""",这是一条关于娱乐的评论,0
177,这么高贵居然有那么下三滥的手段。。。,这是一条关于娱乐的评论,0
178,贱就一个字,这是一条关于情感的评论,0
179,总经理喝多了，什么价都敢卖！,这是一条关于证券的评论,0
180,//@广通丰田杜满江:太忽悠了！,这是一条关于汽车的评论,0
181,//@山猪妹 ，第二个想到的还是你啊~~[太开心][太开心],这是一条关于娱乐的评论,0
182,公司音乐竟然还有老哥的《这是我姿势》《我在存在》《无得比》[鼓掌][鼓掌][鼓掌]@paul家八姨婆--SMN,这是一条关于情感的评论,0
183,说得好！！,这是一条关于文化的评论,1
184,[鼻涕]今天有个妈妈告诉我，她顺产成功了?双顶颈9.9，好厉害哦[眼泪]，瞬间貌似又有点信心了[心]，可是[闭眼]现在35w头就9.73了，难道最后几个礼拜他头[婴儿]不会大啦???有木有这样的情况发生啊?医生又说我骨盆条件一般[鼻涕]，要不要试试拼一次捏[大哭][大哭][大哭]@奇妮280日孕妈咪计划,这是一条关于育儿的评论,0
185,李蕾和柴静不仅文美，长相也美！,这是一条关于娱乐的评论,1
186,虚伪的给人家裸雕打马赛克呢,这是一条关于文化的评论,0
187,放你妈的狗屁！,这是一条关于宠物的评论,0
188,@我在暗恋一个叫谢雯倩的人 你还是小的时候比较可爱一点,这是一条关于情感的评论,1
189,#图说云南# 昆明一下雨就变成停车场[抓狂] 站得小腿疼，坐得屁股疼，睡得脖子疼，吹得脑壳疼，看得眼睛疼，吵得耳朵疼，饿得肚子疼，等得心里疼！,这是一条关于汽车的评论,0
190,这就是在昆明这座堵城的路上状态！！[抓狂] （图/@动物花纹）,这是一条关于旅游的评论,0
191,好灵异！[吃惊][给力],这是一条关于宠物的评论,0
192,是不是很给力！,这是一条关于娱乐的评论,0
193,呵呵，是靠牙齿加分么,这是一条关于科普的评论,0
194,//@把姓倒过来也可以的呦: [鄙视],这是一条关于情感的评论,0
195,非常感谢,这是一条关于教育的评论,1
196,不是吧我也要呆毛！！！,这是一条关于宠物的评论,1
197,//@一叔励志成为S级灭菊魔导士: 呆毛好棒...,这是一条关于时事的评论,1
198,剧透：主角小鼠叫壳儿，好可爱的名字！,这是一条关于宠物的评论,1
199,要是刘大爷用他爽朗的大嗓门读一段一定更有效果！,这是一条关于文化的评论,1
200,哈哈！,这是一条关于宠物的评论,1
201,让我们期待吧！,这是一条关于文化的评论,1
202,#周笔畅TGC时尚盛典# @周笔畅 这样的抓拍你喜欢伐，这样的表情你喜欢伐[泪流满面] 人家好喜欢的呀，好喜欢呀好喜欢呀[爱你哦][bed凌乱] (此人疯了[笑哈哈]),这是一条关于娱乐的评论,1
203,可喜的是，居然免费逛。,这是一条关于旅游的评论,0
204,@阿希_头像我们结婚吧 亲爸生日快乐[蛋糕][蛋糕][蛋糕][蛋糕][爱你][爱你][爱你][做鬼脸]要继续努力刷屏哦哈哈～,这是一条关于情感的评论,1
205,你懂的[得意地笑]这次的衣服比上次的简单多啦[偷笑]中山装太好看了,这是一条关于娱乐的评论,1
206,@葱说我蒜到了 这样是不是很开心呀[噢耶]#李宇春儿童节快乐# [cai晃头]好期待[笑哈哈],这是一条关于娱乐的评论,0
207,正是他的这般与众不同，所以我才会关注。,这是一条关于文化的评论,1
208,//@重新回来的女人: 他的与众不同就在于他有自己做人做事的风格，服从自己的心，令人可敬，让人佩服！,这是一条关于情感的评论,1
209,@全球流行风尚 写作业的女孩长大了[哈哈][哈哈][哈哈],这是一条关于时事的评论,0
210,你们都是小儿科啊，伦家滴微博被整体复制很久了，包括评论，特好奇谁TMD的这么崇拜我。,这是一条关于娱乐的评论,0
211,这就是传说中的华硕中的战斗机，这配置真NB[哈哈][哈哈][哈哈][给力][给力][good][good][good] @梦梦马尔代夫,这是一条关于军事的评论,1
212,//@每天学些小知识:“足足等了两个小时，过去7、8个人都不愿意上我的车[泪]” 一阵心酸涌上心头[泪]~,这是一条关于情感的评论,0
213,执法部门不作为，等于犯罪。,这是一条关于时事的评论,0
214,职能部门的不作为等于犯罪。,这是一条关于教育的评论,0
215,有政治犯的国家都不是什么好鸟,这是一条关于文化的评论,0
216,招行这功能确实不错，以抵达而非关舱门计。,这是一条关于教育的评论,1
217,把他从18楼扔下去[怒][怒],这是一条关于情感的评论,0
218,哈哈哈哈哈，白大叔神吐槽,这是一条关于宠物的评论,0
219,@豆汤立誓做八十天和尚 CP俺突然绝望地好想屎，突然觉得俺这几年的热情一下子冷却了，突然觉得脑子里的东西都被从外面敲碎了，突然一下子什么继续萌的理由都没了，突然一下子好像恍然大悟了不知所措，那种美好了很久结果是一场梦的感觉（大哭了起来,这是一条关于宠物的评论,0
220,叹服的工艺-----欧洲皇室的皇冠。,这是一条关于文化的评论,1
221,既是皇权的象征也是珠宝工艺的顶尖之作。,这是一条关于文化的评论,1
222,再来一张祝你健康长寿，笑口常开@糖TYX,这是一条关于科普的评论,1
223,昨天开玩笑一说，今天就真有二逼媒体这么干？！,这是一条关于运动的评论,0
224,就算只选一个角也比这样做好吧～,这是一条关于情感的评论,0
225,@小霜 好贴心，好爱你，你是世界第一棒的经纪人[爱你][爱你][爱你][爱你]我还在想念你温柔的声音啦！[花心][花心][花心],这是一条关于娱乐的评论,1
226,贪官陪训中心宣言！,这是一条关于教育的评论,0
227,//@丁道勤: 居心何在？,这是一条关于时事的评论,0
228,哈哈大笑'爱要大声说出来'哈哈大笑@佳慧慧慧_jh,这是一条关于宠物的评论,0
229,我瞬间傻眼了，这是要下一个星期的雨？,这是一条关于教育的评论,0
230,@数字影像工作流程 大师救命阿！,这是一条关于科普的评论,0
231,她们温柔、清新、妖娆、优雅……,这是一条关于旅游的评论,1
232,她们独一无二！,这是一条关于文化的评论,1
233,每个女人都是限量版，值得一生珍藏！,这是一条关于情感的评论,1
234,期待好运!,这是一条关于情感的评论,1
235,#韩庚快乐大本营#有几张快本的图漏了做=皿=++谢特，这只小仓鼠可爱爆了好吗！！！,这是一条关于教育的评论,1
236,严重质疑新闻的真实性。,这是一条关于教育的评论,0
237,看闭幕式时，我已经无力吐槽，白大叔，麻烦你多看点欧美音乐的文献。。。,这是一条关于娱乐的评论,0
238,"2班和3班也要加快动作才行,期待我们墙报比赛吧~ @广东大学生福彩公益奖 (请原文转发)",这是一条关于教育的评论,1
239,早上发现自己吃什么就能吐什么..这是厌食嘛？,这是一条关于育儿的评论,0
240,3DM蒹葭汉化组《暗黑血统2》简体中文汉化版发布-3DMGAME 3大妈真是咱屌丝的救星！！！！,这是一条关于娱乐的评论,1
241,深陷这两天的美好回忆不可自拔。,这是一条关于情感的评论,0
242,@水手龟-咩咩必须比任何人都幸福 btw你名字可以再长点的！,这是一条关于宠物的评论,0
243,空气不用搭理它，这货原名学无止境V，打着左派旗号搅混水，高度疑似网特@AC_CC_Code:,这是一条关于宠物的评论,0
244,回复@木言工坊: 感谢韩寒。,这是一条关于文化的评论,1
245,每每关键时刻，敢说，敢做。,这是一条关于情感的评论,1
246,和某舟子对比之下，更值得这社会敬重千万倍。,这是一条关于文化的评论,1
247,专门去了一趟情妇馆，悲剧的赶在了周一。。。,这是一条关于旅游的评论,0
248,发现这个和尚很帅啊 大家都学佛吧 [视频],这是一条关于文化的评论,1
249,这还要山寨啊，韩国导演在中国弄个合拍片赚点钱也真不容易。,这是一条关于娱乐的评论,0
250,#Kingband皇家乐队精选款免费送##乐粉们，我要对你说#狂欢仲夏，和朋友们一起舞动起来吧，欧洲杯，奥运会[给力]支持！,这是一条关于运动的评论,1
251,回复@二楞子铜豌豆:凤仪和众ac今天失魂落魄的[哈哈],这是一条关于文化的评论,0
252,但看了看王的生平，我脊背发凉！,这是一条关于娱乐的评论,0
253,很听话很可爱的样子~~~ @小哈变形记,这是一条关于宠物的评论,1
254,苍天啊！,这是一条关于教育的评论,0
255,难道一南一北都是过期啤酒在卖吗？[视频],这是一条关于时事的评论,0
256,昨天宿舍大扫除，翻出了从大一第二学期就没穿过的鞋子，里面居然有蟑螂。,这是一条关于科普的评论,0
257,好恶心，可是又舍不得扔这双鞋。,这是一条关于宠物的评论,0
258,感谢@可爱的JUN君 两位灯光师帮我照明。。[酷],这是一条关于情感的评论,0
259,回复@金卓颖:某些专家很脑残！,这是一条关于军事的评论,0
260,自己不懂生活就算了，妨碍别人就是你的不是了！,这是一条关于情感的评论,0
261,平安落地是多么不容易，祝福！,这是一条关于财经的评论,1
262,又是一段幸福的时光，又是一次真诚地祝福!,这是一条关于情感的评论,1
263,我要成为你们的忠实粉儿永远支持支持一下，幸运会降临吧！,这是一条关于运动的评论,1
264,//@马蹄声狂乱2012: 太NB了,这是一条关于思想的评论,0
265,现在是政府简单粗暴地停止了项目，只为稳定，没有人真正关心什邡当地老百姓是从中受益还是吃亏。,这是一条关于房产的评论,0
266,#晚安北京#@无敌兔Faith：用了将近7个小时登上北京旁边最高的海拔2400米的西灵山，这座无路可走山确实让我几多忧愁。,这是一条关于旅游的评论,0
267,当我爬上山巅，望见银河东升，壮丽的场景横跨整个我的视野，包括着不夜城北京，一夜无睡！,这是一条关于旅游的评论,0
268,一早开始陆续收到给督主的情人节礼物，各位同事已经眼红大半天了[偷笑] Happy valentine's day!@陈坤,这是一条关于情感的评论,1
269,今天是男人节呀！[哈哈],这是一条关于宠物的评论,1
270,//@张朕桻: 节日快乐！,这是一条关于时事的评论,1
271,//@芯舞飞扬:天天晚上上歌乐山[嘻嘻][哈哈],这是一条关于旅游的评论,0
272,支持环保！,这是一条关于科普的评论,1
273,湖北汉川高中生被逼跳河割耳 家属zf大门套说法，竟被特警殴打。,这是一条关于教育的评论,0
274,TMD这是一个什么样的国家，什么样的社会啊！,这是一条关于文化的评论,0
275,真空包装里竟然还有活虫子··！！,这是一条关于科普的评论,0
276,还做了建了爱巢我擦！！！,这是一条关于科普的评论,0
277,"【当骗子遇到CCTV】这次,我们不得不为央视喝彩了!!@张笑恒",这是一条关于情感的评论,1
278,该死的人贩子~~ 祈祷孩子早点被找到~,这是一条关于宠物的评论,0
279,SPY的4首新歌都上了榜，但是SFS才是第一主打啊！,这是一条关于娱乐的评论,1
280,"大家记得把先刷A版SFS，再刷C版SPY,要把SFS刷回上榜首啊啊啊！！！[泪]@minteunice @",这是一条关于科技的评论,1
281,都特么玩儿蛋去！[鼓掌],这是一条关于育儿的评论,0
282,我妞的第一部戏[亲一口],这是一条关于娱乐的评论,1
283,可惜啦！,这是一条关于娱乐的评论,0
284,因为实在是太可爱，被网友广泛转发而走红。,这是一条关于宠物的评论,1
285,以「世界的美少女·白色妖精」身份出道的PRESTIGE混血专属嫩模歌手[花心]真的很卡哇伊撒 屌丝们~~~ 更多图片 详见,这是一条关于娱乐的评论,1
286,有钱就有人脉关系，没钱就没关系，没钱就没保护伞，有钱就可以买一把“保护伞”保护自己诈骗更多的钱财。,这是一条关于情感的评论,0
