Unnamed: 0,text,aspect,label
33,老爸昨天炖肉把锅弄糊了，今天刷锅，好不容易把漆黑的锅刷的看见原来的颜色后，他漏了！,这是一条关于科普的评论,0
34,这锅不扔，明天再钜上、、、 我：[泪] [泪],这是一条关于情感的评论,0
35,我那个冤呢。,这是一条关于情感的评论,0
36,好难过 为什么每天都回忆你 为什么每天都想起你 为什么每天都好痴累 早结束了 怎么还在爱,这是一条关于情感的评论,0
37,为什么我的房间那么干呢，嗓子疼啊~！,这是一条关于科普的评论,0
38,今早起来更体现出了我昨天排练的成果，腰酸背痛！！！,这是一条关于运动的评论,0
39,刚才听说一位小患者（和媛媛同岁的女孩）被撵到七楼去了，看着她妈妈幸福的样子心里真羡慕啊，到七楼普通病房说明已经大为好转不用在特护病房了，那个贾鑫小朋友明天也要出院了，都是历经生死的孩子，也都是和我们前后进仓的，他们一个出院一个下楼了，真的很期待属于我们的那一天！！,这是一条关于育儿的评论,1
40,真的~~,这是一条关于宠物的评论,1
41,说话前想清楚自己什么身份好吗...,这是一条关于情感的评论,0
42,别人家的事干你外人什么关系...,这是一条关于情感的评论,0
43,您还想要面子就别雷我了.........,这是一条关于情感的评论,0
44,长再大我也依旧讨厌你...,这是一条关于宠物的评论,0
45,敢喷你......,这是一条关于娱乐的评论,0
46,「团队的力量」我愿在我的世界里，无论何时何地，你们都在一起！,这是一条关于情感的评论,1
47,i＝爱＝[红桃][爱你]在一起，一起迎着风，欢笑，成长！,这是一条关于情感的评论,1
48,[good]当然还有荫姐，一直等你回来！,这是一条关于教育的评论,1
49,中国这个国家真是没希望了，我刚才放到博客中国上的那篇文章，没有几个看得懂的，全是些浅薄无知之徒，这个国家算是完了。,这是一条关于历史的评论,0
50,改革开放这么些年，只抓经济，不搞政治进步和文化建设，最后培养出一批劣质人口，靠这些疯狂式的人来改造社会，只能更坏，只能是更大的灾难。,这是一条关于历史的评论,0
51,这家位于槟城George Town，Tunes Hotel斜对面的饼家，家庭式作业，她的咸蛋酥，年糕椰蓉酥，叉烧酥都很不错。[good],这是一条关于旅游的评论,1
52,美么?,这是一条关于文化的评论,0
53,"昨天在百来公里外闭塞的乡下录音,跟一帮子巫师为伍.饭菜都很好吃,就是晚上8点过后买不到酒了.......",这是一条关于宠物的评论,0
54,"一个小时看完了某大师的营销专着,发现是本博客文集,大呼上当。",这是一条关于科技的评论,1
55,"肖特关于毛泽东传的段子,不错,35元一本,算值了",这是一条关于历史的评论,1
56,今天是个值得开心和崩溃的日子～,这是一条关于情感的评论,0
57,大腿再次拉伤，痛到我眼泪都出了…,这是一条关于科普的评论,0
58,回到宿舍连续拉肚子，崩溃…,这是一条关于教育的评论,0
59,接下来继续红红的红歌赛～,这是一条关于娱乐的评论,0
60,[吃惊] @青春爱哭的小猪:编教材的要不把孩子送到国外去了，要不心理有些变态。,这是一条关于教育的评论,0
61,我想狠狠的抽自己一耳光~~~,这是一条关于宠物的评论,0
62,OMG，是我不关心八卦太久了吗？！,这是一条关于娱乐的评论,0
63,结果刚刚KANA来跟我说八卦：J2周末一起公然出现在某个GAY BAR（CLUB 560），没想到被人给看见了！！！,这是一条关于宠物的评论,0
64,谁能告诉我这是不是真的啊啊啊啊啊啊，我要疯狂了~~~~~~~~~,这是一条关于宠物的评论,0
65,一直以来自持清高甚至刁钻刻薄的诗人朋友极力向我推荐电视剧《男人帮》，为此看了几集：除了一贯的赵宝刚式贫嘴，整个一群神经质加傻帽，情节高度离谱，表演高度夸张，毫无动容之处。,这是一条关于娱乐的评论,0
66,[问月]把我的疑问重发一下，中国的节日多多少少都在强调一件事，我等祖上都是地里刨食的。,这是一条关于文化的评论,0
67,那些重要的日子和未来陶土碗里能装点啥关糸密切。,这是一条关于文化的评论,0
68,但并不文艺的周朝姬氏为啥选择在八月拜月呢?,这是一条关于历史的评论,0
69,我不是做广告，那个海苔味的福娃糙米卷太让人崩溃了，吃了一条就再忍不住。,这是一条关于旅游的评论,0
70,这世上的悲哀一种，莫过于眼看着自己坐吃山胖，压力山大又控制不住。,这是一条关于科普的评论,0
71,（看完电影还有精彩节目可千万不要走开哦，[偷笑] 想要知道请接看下条微博。。。）,这是一条关于情感的评论,0
72,淳迷们快快来[围观] ！～[耶],这是一条关于文化的评论,0
73,今天终于占到一个位子了，我有自己独立的位子了。,这是一条关于情感的评论,0
74,明天，奋斗吧。,这是一条关于军事的评论,0
75,我无奈了！！！,这是一条关于情感的评论,0
76,要是之后的日子每天都像现在这样，不调整好心态不摆放好位置最先被累死的就是饭，我不打算管这档子破事儿了，他自己选的路，错了也怪不了谁，对了那是最好了，金在中的人生只能由他自己选择，即使是被别人影响的，最后决定的还是他自己。,这是一条关于情感的评论,0
77,我现在眼里看得到谁就陪着谁走下去其他不管了，顶多最终是个杯具,这是一条关于情感的评论,0
78,日本的政府丧心病狂!,这是一条关于历史的评论,0
79,地震是天灾，核泄漏是人祸，政府别狡辩，不修就不会泄露！,这是一条关于科普的评论,0
80,广岛长崎死伤40万，老百姓勤奋忍耐，日本政府王八蛋,这是一条关于历史的评论,0
81,谢大家的生日祝福...,这是一条关于宠物的评论,0
82,在这里一并道谢了...,这是一条关于旅游的评论,0
83,只想静静地享受与家人和睦温馨的团聚，漂泊了很多年，珍惜现在与家人相处的每一分...,这是一条关于情感的评论,0
84,亲们...,这是一条关于宠物的评论,0
85,2011年让我们以快乐为本...[花束],这是一条关于文化的评论,0
86,但是在网上看到有些人在热烈庆祝日本地震，无语了。,这是一条关于科普的评论,0
87,唉！,这是一条关于娱乐的评论,0
88,每次汽油涨价前一样散布信息，怎未见约谈？,这是一条关于汽车的评论,0
89,怎未见罚款？,这是一条关于教育的评论,0
90,为何国企能做的事在私企就不可以了？,这是一条关于汽车的评论,0
91,何止有意思啊，绝对有内涵啊。,这是一条关于宠物的评论,1
92,//@蕾蕾张的微微博:有意思 //@lhf1230:// @宅男宅女爱冷笑话 :不是一般的经典,这是一条关于情感的评论,1
93,这样的好领导哪里去找？,这是一条关于财经的评论,1
94,手中有朱镕基的新书和普京大传，他妈的却要背课本。。。,这是一条关于时事的评论,0
95,这种感觉就像明明可以和美女约会去非要他妈的和大妈们一起织毛衣！,这是一条关于育儿的评论,0
96,我勒个去！,这是一条关于文化的评论,0
97,对于我来说，马总是technica活字典。,这是一条关于运动的评论,1
98,是我希望到达的高度。,这是一条关于教育的评论,1
99,但2010年，我看没有一个假期如愿，不全爆就烧香拜佛了，一般都是吃不好、睡不好、人在囧途不说，还途遇囧人。,这是一条关于情感的评论,0
100,唉～,这是一条关于教育的评论,0
101,或许这就是人生吧，反正苦命的依旧苦命，一切要认命。,这是一条关于情感的评论,0
102,儿子的学习桌，每天晚上都成了我玩魔兽的笔记本电脑桌了，哈哈，一会儿照个照片发来，拿手机拍吧，虽然效果很烂，但是发的方便。,这是一条关于育儿的评论,0
103,哈哈没夸你，我这人就是实在人说实在话…,这是一条关于宠物的评论,0
104,//@星库刘海洋:回复@王艺禅V:看你把我夸的，心里热乎乎的。,这是一条关于情感的评论,0
105,//@王艺禅V:转发此微博:哈哈！,这是一条关于情感的评论,0
106,做梦都梦到老板在帮我改proposal...然后瞬间在梦里反应过来我靠下午了答应客户上午打的电话没打，明就走了来不及了怎么办怎么办，然后瞬间醒过来，很高兴的发现天还没亮，于是默念一百遍记得早上到公司就给客户电话电话电话然后踏实的再次睡着了。。。,这是一条关于科技的评论,0
107,请你紧紧握住他们的手，陪他们慢慢地走——就像，当年他们牵着你一样……[心],这是一条关于情感的评论,1
108,老板一会才缓过来，追出去早没人了··,这是一条关于宠物的评论,0
109,//@爱民律师:回复@何辉新律师:我对此表示钦佩。,这是一条关于情感的评论,0
110,大家边品茶喝咖啡，边听诗歌朗诵，欢迎来坐坐！,这是一条关于文化的评论,0
111,"马勒戈壁, 抽不了烟了!!!!!",这是一条关于旅游的评论,0
112,虽然还在高烧，不过我相信会好起来的：）,这是一条关于科普的评论,1
113,会感慨生活是多么不易，不再是爸妈怀抱里的小孩，已经长大的我们却会被电影里的某个情节而感动。,这是一条关于育儿的评论,0
114,超神奇的股市信号，不信都不行……,这是一条关于财经的评论,0
115,道不同，不相为谋。,这是一条关于财经的评论,0
116,有些人，对他们寄予希望就是浪费时间，嘴上仁义道德，其实只为了自己的利益，而且鼠目寸光。,这是一条关于教育的评论,0
117,分享图片谁能告诉我这人到底是谁，我求你们了 谢谢，我会报答大家的，来天津的车票我给你们报了，煎饼果子给你们加8个鸡蛋！！,这是一条关于情感的评论,1
118,很野味哦。。。,这是一条关于旅游的评论,1
119,白胡椒祛湿。。。,这是一条关于科普的评论,1
120,黑胡椒很香。。,这是一条关于科普的评论,1
121,回复@阳光靓女:多谢博友的关注，熙道一定不会辜负大家的期望[太阳] //@阳光靓女:[太阳] 熙道老师的重任在肩，不负重望，童鞋们预祝老师圆满完成拍摄任务！,这是一条关于教育的评论,0
122,加油！[闪闪红],这是一条关于旅游的评论,0
123,但是，无知是一码事，恶意的污蔑和诋毁，是另一回事。,这是一条关于文化的评论,0
124,我没不HD，只想说针对这个事情而恶意诋毁的人，你和你的亲人需要的时候会没血用。,这是一条关于情感的评论,0
125,可事实上恰恰相反，人大代表们几乎是横空出世的，除了一年几次作秀似的调研，始终和人民保持距离，最奇特的是，就没见他们真正为人民争取过利益，倒是代表人民一直在出卖人民。,这是一条关于房产的评论,0
126,结果发现这货太特么黑了！！,这是一条关于宠物的评论,0
127,瞧瞧他各种吐槽，这小鸡太凶残.....,这是一条关于娱乐的评论,0
128,如果可以经常休息该多好·如果可以天天出去玩 多好··如果 有那么多的如果 我该多幸福··？,这是一条关于旅游的评论,0
129,[哈哈] 好开心的一天 奥特曼········[心],这是一条关于宠物的评论,0
130,哎哟。。,这是一条关于教育的评论,0
131,气死我了啊啊！！！！,这是一条关于宠物的评论,0
132,虐死了啊啊！！,这是一条关于宠物的评论,0
133,编剧NB啊！！！,这是一条关于娱乐的评论,0
134,真是一天下来天堂掉到地狱！！！,这是一条关于运动的评论,0
135,气死我了！！！！！,这是一条关于宠物的评论,0
136,话说郭采洁那角色怎么又能溜进电台了，不是保安已经有她照片了还被叮嘱要留意的吗！！,这是一条关于娱乐的评论,0
137,所以，类似于《广电电气职工股被低价甩卖 374人错失十亿财富》这样的事情总是在不断上演着，勤劳的中国人又怎么富裕呢？,这是一条关于证券的评论,0
138,首次遭遇被清场[吃惊]这几只小猫都是被清到休息室滴~我很骄傲的说我是猫王[酷]化妆间有大咖素颜不能见人[打哈气],这是一条关于宠物的评论,0
139,为神马伤到的偏偏是右手食指！…,这是一条关于科普的评论,0
140,画画写字打鼓都离不开它啊啊啊啊…,这是一条关于文化的评论,0
141,真心烦，都说最讨厌xx了，以后大家开车要小心 不要跟到三轮车 乌龟车的后面，刚才就是 一辆拉货的电动三轮车 你停下来就算了，干嘛还突然倒退，撞了人家还不说对不起，还叫了老板娘跟老太太来给你助威，本来觉得小事 不让你赔了 结果你没礼貌 连叫来的老板娘也没礼貌，,这是一条关于汽车的评论,0
142,当当买过一次书，发现错了，要求退换，过程痛苦，搭了时间和邮费，结果石沉大海，快两年了。。,这是一条关于文化的评论,0
143,这辈子再不沾他们家族,这是一条关于娱乐的评论,0
144,回上海喽，刚刚到火车站已误了火车，于是直奔去改签半小时后一班，所幸的是还有位子[呵呵]多出来的二十分钟正好吃顿中饭，东方既白的猪排饭正好特价，比昨天的coco实惠多了[酷]自己是个随性的人，旅途中常常有这样的小意外，随遇而安就好，每个意外都是段独特的经历…,这是一条关于旅游的评论,0
145,有爸妈在每天有热饭热菜吃的感觉真幸福。。。,这是一条关于育儿的评论,1
146,有人说话。。。,这是一条关于宠物的评论,1
147,有人铺床。。。。,这是一条关于宠物的评论,1
148,我爱你们两个老家伙～,这是一条关于宠物的评论,1
149,这样的扣篮你绝对没看过，史无前例，神马卡特大风车都是浮云。。,这是一条关于运动的评论,0
150,为在春节聚集在一起的家人们送去大欢笑~在录制现场见面的Secret前辈们直接教授point舞蹈^^ 嘻嘻嘻请期待吧~~！,这是一条关于娱乐的评论,0
151,诡异!,这是一条关于宠物的评论,0
152,日本仙台在7.4级余震后出现怪异光线 环球网记者王欢报道据日本NHK电视台4月7日消息，日本宫城县7日晚11时32分（北京时间10时32分）再次发生7.4级地震。,这是一条关于时事的评论,0
153,宫城县仙台市在此次地震后出现怪异光线，目前尚不清楚光线发出的源头。,这是一条关于科普的评论,0
154,今天接到个电话，问：是张建设小姐？,这是一条关于科技的评论,0
155,我知道，建设银行把我的个人资料卖掉了。,这是一条关于证券的评论,0
156,又喜又累......,这是一条关于情感的评论,0
157,看着闪闪发亮的小马桶，我还舍得用嘛我......,这是一条关于宠物的评论,0
158,哦了，洗澡澡睡觉咯！,这是一条关于宠物的评论,0
159,晚安，想念！,这是一条关于情感的评论,0
160,佳节之际，文虎给老师拜年啦，祝您及家人新春快乐，平安健康，工作顺心，万事顺意！,这是一条关于教育的评论,1
161,大师就是大师！,这是一条关于文化的评论,1
162,//@青原随易:手边刚冒出一本百年孤独，好多年前看的，属于世界文学史上里程碑式的作品，现实很魔幻。,这是一条关于文化的评论,1
163,天气回暖， 必须求掉肉！！！[抓狂],这是一条关于科普的评论,0
164,不过这届比赛从首轮就不乏焦点战，沃兹对杜尔科，萨芬娜对小克，休伊特对纳班，场场看点十足啊！,这是一条关于运动的评论,1
165,今天终于换了个新发型，要是能顺利通过审核，我就不用剪头发啦！,这是一条关于宠物的评论,1
166,保佑保佑[蜡烛][蜡烛][话筒]祈祷祈祷[奥特曼],这是一条关于宠物的评论,1
167,好想看呐混蛋,这是一条关于娱乐的评论,1
168,给力哈。,这是一条关于宠物的评论,1
169,艳煞多少豪杰呀。[哈哈],这是一条关于宠物的评论,1
170,哇~~麦扣田你好呀XDD 不顾一切追的人很多捏[泪] 不过开心最重要！！,这是一条关于宠物的评论,0
171,生活如此多娇~~用力享受吧哦耶！,这是一条关于宠物的评论,0
172,好性感啊啊啊啊啊啊啊啊啊啊啊，是真的是真的。,这是一条关于宠物的评论,1
173,不是气到极点。,这是一条关于娱乐的评论,0
174,谁愿意写出来让人看笑话。,这是一条关于情感的评论,0
175,现在，我觉得特别伤悲。,这是一条关于情感的评论,0
176,我觉得我把他毁了。,这是一条关于娱乐的评论,0
177,我再没法见他，因为那个我亲自介绍的泼妇。,这是一条关于情感的评论,0
178,就一点都幸福不起来了！！,这是一条关于情感的评论,0
179,求健康[大哭][感叹号][感叹号][感叹号],这是一条关于情感的评论,0
180,在老家住了又快一个月了，吃饭每天要爬两次五楼。,这是一条关于房产的评论,0
181,奶奶不吃辣很多菜都不能放辣椒，口味也不一样，家里最近换了个锅，煮出来的饭糯糯的，老家没什么好吃的，我带着娃也不方便…,这是一条关于育儿的评论,0
182,我太痛苦了，我更愿意每天吃麻辣烫…,这是一条关于情感的评论,0
183,我爸做饭要照顾三代人耽误口味，他也很痛苦，被奶奶抱怨被我抱怨。,这是一条关于情感的评论,0
184,是不是我不够有孝心…,这是一条关于情感的评论,0
185,"110301希澈推te更新：今天是令人骄傲的 在大韩民国历史中,在国史书中 都不会被忘记的&amp;quot;三.一运动纪念日&amp;quot;.",这是一条关于历史的评论,1
186,虽然因为下雨的缘故没能挂起太极旗 但却在心中一直记挂着.,这是一条关于汽车的评论,1
187,刚刚下过雨，此时外面是风轻 柳绿 花红 草青，呼吸着带着泥土芳香的清新空气，小区里放眼望去满眼都是养眼的色彩，春天真好，生机勃勃！！,这是一条关于房产的评论,0
188,配合一下外面的好景致，换衣一个新床品，心情好啊!!,这是一条关于旅游的评论,0
189,TD的专利里面中兴占了最大头，可是这几年中兴就没给TD造出什么像样的手机终端来，他们作的最火的V880竟然是Wcdma的，你说搞笑不？,这是一条关于数码的评论,0
190,讽刺不？,这是一条关于娱乐的评论,0
191,其实也不能怪商家，谁叫TD就是个政治任务呢？,这是一条关于娱乐的评论,0
192,利比亚介叛军啥状况啊，比咱抗日时的游击队都不如，还有不管啥武器稍微大点的都用的是中兴皮卡拉，我倒。。。,这是一条关于历史的评论,0
193,另 怎么看不到有关利比亚正规军的报道啊,这是一条关于军事的评论,0
194,这个点还和男朋友在电话吵架。。,这是一条关于娱乐的评论,0
195,她男人怎么就不掐了电话呢。。。[思考],这是一条关于情感的评论,0
196,在图书馆书架间逡巡，看到了一本本熟悉的书，回忆起初中高中六年里每天中午做图书馆管理员时一本本看过的书，有多少时间没有认真静下来看一本书，好怀念当初那种一头扎进书海的感觉…,这是一条关于教育的评论,0
197,只许州官放火不许百姓点灯——中石化、中石油一再涨价，而联合利华只提涨价却遭200万罚款，康师傅遭受警告！,这是一条关于证券的评论,0
198,圆点长款套头针织衫，可爱的波点超级有爱的感觉，迷人的长款随身的感觉，超级百搭的感觉。,这是一条关于宠物的评论,1
199,休闲舒适又不失可爱俏皮的一身，很赞哦！,这是一条关于宠物的评论,1
200,累死我了，再不陪人家逛街了，结果我买了件薄风衣、打底吊带衫、床上四件套~~~主要想买东西的人只买了一件小衫一件打底衫~~,这是一条关于情感的评论,0
201,她们没有妳明白我，包容我，还有你的岁月痕迹最性感，皱纹里是我俩的泪水（好喜欢这句，贯中，你写诗很有才华）,这是一条关于文化的评论,1
202,西苑医院有一种很神奇的面膜，早上5-6点去排队做，一周痘子就米有了，一次才60块钱。,这是一条关于育儿的评论,1
203,好的，等我找到帮我排队的老公我就去做，等我哈~美女小护士。[花心],这是一条关于宠物的评论,1
204,就算爱情走到尽头 也不要这样绝情好么,这是一条关于情感的评论,0
205,//@金梦fox：让我想起那个得了腰椎结核卧床不起的前男友，当时精神浮躁异于常人，他会每天打电话骂我，骂到停机了帮他缴费让他继续发泄，因为他不接片，注销各种帐号消失整整一年，这个女人怎会如此狠心，在他最需要她的时候这么对他，不怕报应么,这是一条关于娱乐的评论,0
206,非常讨厌那种拍了自拍或是试妆照说自己渣的要死还艾特了一堆人然后还轮那张照片版聊死命反驳说自己不萌其实心里暗喜的妹子。,这是一条关于宠物的评论,0
207,其实每次看到这种微博不管那妹子有多萌只有想吐的赶脚！,这是一条关于宠物的评论,0
208,尝试了下新的客户端，很好，很大，很慢。,这是一条关于数码的评论,1
209,有流量的日子就是不大一样。,这是一条关于文化的评论,1
210,从3月15号打桩到现在封顶，项目工程建设克服了很多困难，能取得今天这一成绩真的很不容易。,这是一条关于房产的评论,1
211,感谢各方的支持！,这是一条关于运动的评论,1
212,感谢团队的努力！,这是一条关于运动的评论,1
213,这个模具厂在过往二十年生产了大量的一模一样的产品。,这是一条关于数码的评论,0
214,更厉害的是将一些上百年历史的学校也变成一模一样。,这是一条关于教育的评论,0
215,先不说是否劣质，就只长得一模一样这一条，就知道中国孩子有多悲催，为什么要争先恐后往外跑。,这是一条关于育儿的评论,0
216,70年前，没有地震，你跑到人家中国干什么来了？,这是一条关于科普的评论,0
217,来就来了，你干嘛还要烧杀抢掠？,这是一条关于历史的评论,0
218,烧杀抢掠也就罢了，为什么你从不承认干了坏事？,这是一条关于历史的评论,0
219,我同情的是谁的百姓，不同情谁的政府！,这是一条关于教育的评论,0
220,这年头办什么都需要证，昨天跟猪去招行，本想办张信用卡副卡，招行工作人员却让我们出示结婚证，我们两人顿时傻掉，看来要为了办卡去领证了。,这是一条关于教育的评论,0
221,招行大大提升了中国的结婚率哇！,这是一条关于财经的评论,0
222,谁见过炒作还把所有签售所有访问都取消了的。。。。,这是一条关于科技的评论,0
223,不公开说炒，公开了还说炒，解释说不淡定，发飙说不懂事，沉默说是默认，谁挺谁一句说秀恩爱。。。,这是一条关于娱乐的评论,0
224,怎么就这么见不得人好呢。。,这是一条关于娱乐的评论,0
225,这叫炒作啊？,这是一条关于娱乐的评论,0
226,炒你妹啊！,这是一条关于娱乐的评论,0
227,崩溃了。,这是一条关于情感的评论,0
228,回复@木有话説:微薄文字有限，无法一一详述，拍照片不是为了什么，没有那么势利的心，只是希望大家谴责下，请带些感情而不是默然去看这些，另外我微波里好多别的照片，你有看么？,这是一条关于文化的评论,0
229,做人的差距咋就那么大呢？,这是一条关于情感的评论,0
230,噗，我爹地是越老越萌！,这是一条关于宠物的评论,1
231,你们可真有钱，是准备把鸟巢包下来办一个全场巡演的走秀吗?,这是一条关于旅游的评论,0
232,牛逼大了。,这是一条关于教育的评论,0
233,"这是更衣室,突然进来一队警察,带着几条警犬,还有好几具爆炸物探测器,把每个角落都嗅探一遍,这安保标准绝对超2008了!",这是一条关于宠物的评论,0
234,[good] 你的一天就在游戏里度过吧，，呵呵,这是一条关于宠物的评论,0
235,当初我天真地以为，只要全身心地投入，就可以打动你，可最后我发现，打动的只是我自己；后来我执着地以为，只要不顾一切地往前走，路就会一直延伸，可结果我知道，是我的心路走到了尽头。,这是一条关于情感的评论,0
236,如今我明白，失去一个人，只是生命中一段过程，我们总会在最深的绝望里，看见最美的风景。,这是一条关于情感的评论,0
237,不顾疼痛的伤害一颗真爱的心，不要再以爱的名义泛滥卑微多余的情感。,这是一条关于情感的评论,0
238,放弃，也许是我唯一能给自己的解脱，埋葬自己所有的好。,这是一条关于情感的评论,0
239,我知道所有人的结局，却唯独不知道自己的结局，以前一直是旁观者的角度 看着个人走向他们的结局，如今自己也被拖进了这幕戏中，将来我该何去何从。,这是一条关于教育的评论,0
240,维族歌舞音乐真好亞克西 //@杨锦麟:喀什最富丽堂皇的维族餐厅，也有这样的舞蹈，这样的乐队，这样欢快的氛围。,这是一条关于旅游的评论,1
241,你这么诱惑人是不对的！！！,这是一条关于情感的评论,1
242,领子别开得这么低！！！,这是一条关于宠物的评论,1
243,表情别这么的无辜！！！,这是一条关于宠物的评论,1
244,韩少爷！！！,这是一条关于运动的评论,1
245,考试面试前一天还熬夜刷消息；骄傲的说我是东方神起的仙后；,这是一条关于教育的评论,1
246,恣意七载青春，感谢有你相伴,这是一条关于情感的评论,1
247,赞同于老师的态度。,这是一条关于教育的评论,1
248,忽然发现把球打好的方法，就是睡眠时间不能超过五小时，早餐不能吃的太饱，最好不吃，把自己搞得非常疲惫，这样才能做到不发力，准确性大大提高啊。,这是一条关于运动的评论,0
249,宝宝。[爱你]。,这是一条关于育儿的评论,0
250,麻麻泪奔了。,这是一条关于科技的评论,0
251,就冲着你这几句感谢的话。,这是一条关于情感的评论,0
252,努力去见你。[泪][泪][泪][泪],这是一条关于宠物的评论,0
253,为神马不排名学术科技？,这是一条关于科普的评论,0
254,拜金是中国教育死结，务必尽快解开！,这是一条关于教育的评论,0
255,啊哈哈哈哈哈！,这是一条关于宠物的评论,0
256,没想到这么快就收到了啊，我以为要十一月了。[爱你][爱你][爱你][爱你][爱你],这是一条关于宠物的评论,0
257,为什么日本地震这么多人关注，云南盈江地震反而很弱化，因为媒体都在报道日本的惨状，盈江的报道仅仅看到批示，和一个人补偿一万。,这是一条关于科普的评论,0
258,今天中午小睡了一小时，发现能在办公室平躺下来做一个美梦，太幸福了。,这是一条关于文化的评论,1
259,谢谢朋友送的礼物，太贴心了。,这是一条关于宠物的评论,1
260,恨嫁就是封建，同工同酬就是男女平等，我都太不同意了。,这是一条关于情感的评论,0
261,邱添一赛季报销了，小臂骨折，在医院暂时夹板固定，回上海手术，矫正时候痛不欲生呀，弯掉的小臂要板直，多灾多难得申花。,这是一条关于运动的评论,0
262,看着邱添一痛苦的样子，我也心痛呀，年轻人好不容易打上主力。,这是一条关于运动的评论,0
263,曾经有一个别墅摆放在我面前 我没有好好争取珍惜 当我失去的时候我才后悔莫及,这是一条关于情感的评论,0
264,一月九号烽火长城肖云飞终于谢幕杀青！,这是一条关于娱乐的评论,0
265,第二天也就是今天哈哈我发烧了！,这是一条关于宠物的评论,0
266,感谢导演赵文忻，杨新宇导演！,这是一条关于娱乐的评论,0
267,"一熊猫因打群架造成腿骨折，为方便治疗所以将伤处绒毛全部剃光,粉红色的屁屁，没毛的尾巴，哈哈,流氓!!!",这是一条关于宠物的评论,1
268,//@love天然521:嗯嗯，枪毙一百次也不过分,这是一条关于情感的评论,0
269,//@叫我猪猪子:人贩子必须枪毙！,这是一条关于情感的评论,0
270,必须的枪毙！,这是一条关于历史的评论,0
271,操[怒][怒][怒],这是一条关于情感的评论,0
272,"最近这段时间,非常忙,相当忙,总觉得许多事没有落实到位,总是给自己太高的期望值,不过我相信,我的同事们,一定非常棒,一定会超水平发挥,一定让我们的十年台庆盛典圆满成功.",这是一条关于娱乐的评论,1
273,祝福我们吧!,这是一条关于情感的评论,1
